name,creationYear,duration,original,description,topics
Moon of the Star,1989,5:56,True,Moon of the Star is a song that A soulful composition that explores the complexity of love.,"['Jazz', 'Relax']"
Broken without a Heart,2005,5:28,False,Broken without a Heart is a song that The track expresses emotions through its rhythmic melody.,"['Pop', 'Love']"
First under the Sunrise,2020,5:10,False,"First under the Sunrise is a song that With its haunting lyrics, the song captures the essence of introspection.","['Jazz', 'Relax']"
Eternal Love,2014,2:00,False,Eternal Love is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
Night under the Sunset,2004,4:18,True,Night under the Sunset is a song that Evokes the essence of dark experiences.,"['Jazz', 'Relax']"
Sunrise for a Night,2005,2:26,False,Sunrise for a Night is a song that A soulful composition that explores the complexity of moon.,"['Hip-Hop', 'Energetic']"
Star without a Moon,1990,3:43,False,Star without a Moon is a song that A soulful composition that explores the complexity of dream.,"['Pop', 'Love']"
Bright under the Star,2017,5:35,True,Bright under the Star is a song that Evokes the essence of final experiences.,"['Pop', 'Love']"
Happy Sunrise,1981,3:14,False,Happy Sunrise is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Final Moon,1986,4:12,False,Final Moon is a song that Evokes the essence of last experiences.,"['Rock', 'Sad']"
Last Love,1997,4:48,True,Last Love is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Star for a Sunset,2006,3:47,False,Star for a Sunset is a song that Evokes the essence of final experiences.,"['Pop', 'Love']"
Sunrise in the Love,2013,5:11,False,Sunrise in the Love is a song that A soulful composition that explores the complexity of sunset.,"['Pop', 'Love']"
Sky of the Dream,2006,4:36,False,Sky of the Dream is a song that The track expresses emotions through its rhythmic melody.,"['Rock', 'Sad']"
Day without a Dream,1996,2:57,True,Day without a Dream is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
First Sunset,2022,4:25,False,First Sunset is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Last for a Sky,2023,2:32,False,Last for a Sky is a song that An anthem that resonates with the feeling of night.,"['Jazz', 'Relax']"
Sunrise beyond the Night,2003,5:26,True,Sunrise beyond the Night is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Heart of the Dream,2004,2:55,True,Heart of the Dream is a song that The track expresses emotions through its rhythmic melody.,"['Pop', 'Love']"
Final Moon,1986,4:09,False,Final Moon is a song that A soulful composition that explores the complexity of moon.,"['Rock', 'Sad']"
Sunset beyond the Love,1985,4:22,False,Sunset beyond the Love is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Lonely to the Star,2003,2:20,False,Lonely to the Star is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Sunset under the Star,2012,4:12,False,Sunset under the Star is a song that Evokes the essence of happy experiences.,"['Rock', 'Sad']"
Star in the Star,2008,2:32,True,Star in the Star is a song that The track expresses emotions through its rhythmic melody.,"['Hip-Hop', 'Energetic']"
Eternal without a Heart,2022,5:43,False,Eternal without a Heart is a song that Evokes the essence of broken experiences.,"['Hip-Hop', 'Energetic']"
Bright Day,2001,4:16,True,Bright Day is a song that The track expresses emotions through its rhythmic melody.,"['Pop', 'Love']"
Sunset beyond the Sunset,2005,5:46,True,Sunset beyond the Sunset is a song that An anthem that resonates with the feeling of night.,"['Rock', 'Sad']"
Happy Sunset,2007,2:29,False,Happy Sunset is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
Beautiful in the Heart,2000,2:20,False,Beautiful in the Heart is a song that An anthem that resonates with the feeling of moon.,"['Pop', 'Love']"
Sunrise to the Love,1986,5:18,True,Sunrise to the Love is a song that The track expresses emotions through its rhythmic melody.,"['Rock', 'Sad']"
Broken Sky,1996,4:11,True,Broken Sky is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Star under the Day,1999,2:41,False,Star under the Day is a song that An anthem that resonates with the feeling of night.,"['Hip-Hop', 'Energetic']"
Love under the Sky,2020,2:36,True,"Love under the Sky is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
First under the Heart,1999,3:47,False,First under the Heart is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Love under the Heart,2001,4:27,False,Love under the Heart is a song that Evokes the essence of beautiful experiences.,"['Rock', 'Sad']"
Lonely Heart,2007,5:40,True,Lonely Heart is a song that The track expresses emotions through its rhythmic melody.,"['Rock', 'Sad']"
Broken Night,2019,4:46,True,Broken Night is a song that Evokes the essence of last experiences.,"['Rock', 'Sad']"
Eternal Day,1986,5:17,False,Eternal Day is a song that Evokes the essence of lonely experiences.,"['Hip-Hop', 'Energetic']"
Final to the Sky,1980,5:13,True,"Final to the Sky is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
Lonely Star,2011,4:43,False,Lonely Star is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Lonely to the Sunrise,1992,2:59,False,Lonely to the Sunrise is a song that This piece reflects the deep themes of life and love.,"['Pop', 'Love']"
Beautiful Day,2009,4:40,False,"Beautiful Day is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Eternal Star,2002,2:17,True,Eternal Star is a song that This piece reflects the deep themes of life and love.,"['Pop', 'Love']"
Love without a Heart,1998,2:12,False,Love without a Heart is a song that The track expresses emotions through its rhythmic melody.,"['Hip-Hop', 'Energetic']"
Moon without a Sky,2011,5:30,False,Moon without a Sky is a song that Evokes the essence of lonely experiences.,"['Rock', 'Sad']"
First for a Dream,2009,3:15,False,First for a Dream is a song that A soulful composition that explores the complexity of dream.,"['Jazz', 'Relax']"
Final in the Dream,2008,2:08,False,"Final in the Dream is a song that With its haunting lyrics, the song captures the essence of introspection.","['Rock', 'Sad']"
Lonely for a Love,2008,3:10,False,Lonely for a Love is a song that An anthem that resonates with the feeling of sunrise.,"['Pop', 'Love']"
Happy in the Night,2009,3:55,False,Happy in the Night is a song that Evokes the essence of dark experiences.,"['Rock', 'Sad']"
Lonely without a Dream,1995,3:32,False,Lonely without a Dream is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Sunset of the Sky,2019,5:44,False,Sunset of the Sky is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Final Dream,1998,4:44,False,Final Dream is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Dream of the Love,1997,2:33,False,Dream of the Love is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Bright Sunrise,1980,2:23,False,Bright Sunrise is a song that A soulful composition that explores the complexity of sunset.,"['Rock', 'Sad']"
Broken Heart,1993,5:06,True,Broken Heart is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
Dark in the Love,1981,5:17,False,Dark in the Love is a song that An anthem that resonates with the feeling of sunrise.,"['Pop', 'Love']"
Love to the Dream,2007,4:27,False,Love to the Dream is a song that An anthem that resonates with the feeling of sky.,"['Hip-Hop', 'Energetic']"
Beautiful Day,2009,3:43,False,Beautiful Day is a song that An anthem that resonates with the feeling of heart.,"['Hip-Hop', 'Energetic']"
Last Sunrise,2017,5:20,True,Last Sunrise is a song that The track expresses emotions through its rhythmic melody.,"['Rock', 'Sad']"
Broken Moon,1983,5:39,False,Broken Moon is a song that This piece reflects the deep themes of life and love.,"['Pop', 'Love']"
Love under the Star,1980,3:53,True,"Love under the Star is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
Dark Moon,1987,2:35,False,Dark Moon is a song that A soulful composition that explores the complexity of star.,"['Hip-Hop', 'Energetic']"
Bright Dream,2008,2:59,False,Bright Dream is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Star beyond the Sunrise,2018,4:34,True,Star beyond the Sunrise is a song that The track expresses emotions through its rhythmic melody.,"['Pop', 'Love']"
Beautiful Star,1982,2:56,False,Beautiful Star is a song that The track expresses emotions through its rhythmic melody.,"['Hip-Hop', 'Energetic']"
Sunrise for a Night,2011,2:53,True,Sunrise for a Night is a song that A soulful composition that explores the complexity of moon.,"['Pop', 'Love']"
Star for a Dream,1989,3:09,True,Star for a Dream is a song that An anthem that resonates with the feeling of heart.,"['Rock', 'Sad']"
Dream beyond the Sky,1989,2:43,False,Dream beyond the Sky is a song that A soulful composition that explores the complexity of moon.,"['Rock', 'Sad']"
Dark Heart,1998,4:52,False,Dark Heart is a song that A soulful composition that explores the complexity of dream.,"['Rock', 'Sad']"
Eternal for a Dream,2013,3:45,False,Eternal for a Dream is a song that This piece reflects the deep themes of life and love.,"['Pop', 'Love']"
Last Dream,2012,2:36,False,Last Dream is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Lonely Night,2002,3:23,True,"Lonely Night is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
First to the Sky,2007,3:21,True,First to the Sky is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Day without a Sky,2011,2:35,False,Day without a Sky is a song that A soulful composition that explores the complexity of night.,"['Rock', 'Sad']"
Happy for a Sky,1986,3:09,True,"Happy for a Sky is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Dark in the Sunrise,2008,4:24,True,Dark in the Sunrise is a song that An anthem that resonates with the feeling of day.,"['Jazz', 'Relax']"
Bright in the Love,1987,4:46,False,Bright in the Love is a song that An anthem that resonates with the feeling of sunset.,"['Rock', 'Sad']"
Lonely Sunrise,1980,3:16,True,Lonely Sunrise is a song that A soulful composition that explores the complexity of sunrise.,"['Rock', 'Sad']"
First in the Sky,1982,5:53,True,First in the Sky is a song that A soulful composition that explores the complexity of love.,"['Jazz', 'Relax']"
Last Heart,2003,5:23,False,Last Heart is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
Day of the Sunset,2002,2:42,True,Day of the Sunset is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Eternal Love,1987,2:35,False,Eternal Love is a song that Evokes the essence of bright experiences.,"['Jazz', 'Relax']"
Moon to the Star,2016,3:59,True,Moon to the Star is a song that A soulful composition that explores the complexity of day.,"['Hip-Hop', 'Energetic']"
Eternal Night,1982,3:37,False,Eternal Night is a song that Evokes the essence of final experiences.,"['Hip-Hop', 'Energetic']"
Broken Night,2012,2:19,True,Broken Night is a song that An anthem that resonates with the feeling of sunset.,"['Rock', 'Sad']"
Sunrise to the Sky,2007,4:27,True,Sunrise to the Sky is a song that A soulful composition that explores the complexity of sky.,"['Pop', 'Love']"
Sunrise of the Love,1987,5:46,False,Sunrise of the Love is a song that This piece reflects the deep themes of life and love.,"['Pop', 'Love']"
Dark to the Heart,2013,2:39,False,"Dark to the Heart is a song that With its haunting lyrics, the song captures the essence of introspection.","['Rock', 'Sad']"
Lonely Night,2014,5:57,False,Lonely Night is a song that A soulful composition that explores the complexity of love.,"['Hip-Hop', 'Energetic']"
Last under the Heart,2011,5:26,False,"Last under the Heart is a song that With its haunting lyrics, the song captures the essence of introspection.","['Rock', 'Sad']"
Dark to the Sky,2003,3:52,True,Dark to the Sky is a song that A soulful composition that explores the complexity of sky.,"['Jazz', 'Relax']"
Last Sunset,1993,3:58,True,Last Sunset is a song that Evokes the essence of broken experiences.,"['Pop', 'Love']"
